0	1	2	3	4	1_binned	2_binned	3_binned	4_binned
1	1.201	-1.196	-0.715	1.085	(1.045, 1.267]	(-1.216, -0.727]	(-0.897, -0.498]	(1.084, 1.27]
0	0.938	-0.932	0.265	1.236	(0.881, 1.045]	(-1.216, -0.727]	(-0.0495, 0.416]	(1.084, 1.27]
0	0.577	0.473	-1.18	0.282	(0.463, 0.617]	(0.383, 0.729]	(-1.358, -0.897]	(0.018, 0.376]
0	0.292	-1.476	0.44	1.559	(0.274, 0.463]	(-2.36, -1.216]	(0.416, 0.796]	(1.27, 1.578]
0	1.134	-0.732	1.521	1.38	(1.045, 1.267]	(-1.216, -0.727]	(1.272, 1.743]	(1.27, 1.578]
1	0.489	-0.899	0.4	0.856	(0.463, 0.617]	(-1.216, -0.727]	(-0.0495, 0.416]	(0.727, 0.884]
1	1.077	1.583	0.818	1.47	(1.045, 1.267]	(1.236, 2.43]	(0.796, 1.272]	(1.27, 1.578]
0	0.755	1.796	-0.05	0.452	(0.745, 0.881]	(1.236, 2.43]	(-0.498, -0.0495]	(0.376, 0.56]
1	1.098	-0.043	-0.473	0.285	(1.045, 1.267]	(-0.39, -0.0025]	(-0.498, -0.0495]	(0.018, 0.376]
1	1.409	0.396	1.067	0.894	(1.267, 1.663]	(0.383, 0.729]	(0.796, 1.272]	(0.884, 1.084]
0	1.415	-1.155	-0.957	0.39	(1.267, 1.663]	(-1.216, -0.727]	(-1.358, -0.897]	(0.376, 0.56]
0	0.507	0.12	-0.589	0.53	(0.463, 0.617]	(-0.0025, 0.383]	(-0.897, -0.498]	(0.376, 0.56]
0	1.72	-1.069	0.806	2.594	(1.663, 5.331]	(-1.216, -0.727]	(0.796, 1.272]	(1.578, 5.7]
0	1.059	-0.486	1.117	1.098	(1.045, 1.267]	(-0.727, -0.39]	(0.796, 1.272]	(1.084, 1.27]
1	0.997	0.217	-1.436	0.47	(0.881, 1.045]	(-0.0025, 0.383]	(-1.742, -1.358]	(0.376, 0.56]
1	1.469	1.811	-0.762	0.532	(1.267, 1.663]	(1.236, 2.43]	(-0.897, -0.498]	(0.376, 0.56]
1	0.388	1.212	-1.048	0.877	(0.274, 0.463]	(0.729, 1.236]	(-1.358, -0.897]	(0.727, 0.884]
0	1.322	-0.798	0.213	1.357	(1.267, 1.663]	(-1.216, -0.727]	(-0.0495, 0.416]	(1.27, 1.578]
0	0.449	-1.449	0.341	0.615	(0.274, 0.463]	(-2.36, -1.216]	(-0.0495, 0.416]	(0.56, 0.727]
1	0.54	0.208	-0.465	0.992	(0.463, 0.617]	(-0.0025, 0.383]	(-0.498, -0.0495]	(0.884, 1.084]
0	0.915	0.081	0.77	0.242	(0.881, 1.045]	(-0.0025, 0.383]	(0.416, 0.796]	(0.018, 0.376]
1	2.215	-1.195	0.434	1.127	(1.663, 5.331]	(-1.216, -0.727]	(0.416, 0.796]	(1.084, 1.27]
1	1.592	0.091	-1.384	0.379	(1.267, 1.663]	(-0.0025, 0.383]	(-1.742, -1.358]	(0.376, 0.56]
1	1.413	0.724	-1.335	0.307	(1.267, 1.663]	(0.383, 0.729]	(-1.358, -0.897]	(0.018, 0.376]
1	0.7	-0.136	0.282	1.209	(0.617, 0.745]	(-0.39, -0.0025]	(-0.0495, 0.416]	(1.084, 1.27]
1	0.692	1.943	0.264	0.484	(0.617, 0.745]	(1.236, 2.43]	(-0.0495, 0.416]	(0.376, 0.56]
1	0.775	-1.31	-0.31	0.179	(0.745, 0.881]	(-2.36, -1.216]	(-0.498, -0.0495]	(0.018, 0.376]
0	0.503	1.408	0.821	1.373	(0.463, 0.617]	(1.236, 2.43]	(0.796, 1.272]	(1.27, 1.578]
0	0.826	0.115	-0.612	1.188	(0.745, 0.881]	(-0.0025, 0.383]	(-0.897, -0.498]	(1.084, 1.27]
1	1.099	1.414	-0.113	0.379	(1.045, 1.267]	(1.236, 2.43]	(-0.498, -0.0495]	(0.376, 0.56]
1	0.664	0.326	-1.298	0.483	(0.617, 0.745]	(-0.0025, 0.383]	(-1.358, -0.897]	(0.376, 0.56]
0	0.98	1.726	-0.762	0.966	(0.881, 1.045]	(1.236, 2.43]	(-0.897, -0.498]	(0.884, 1.084]
1	0.607	-0.025	0.188	0.854	(0.463, 0.617]	(-0.39, -0.0025]	(-0.0495, 0.416]	(0.727, 0.884]
0	0.641	1.328	-0.71	0.859	(0.617, 0.745]	(1.236, 2.43]	(-0.897, -0.498]	(0.727, 0.884]
0	0.842	-1.91	-0.245	0.222	(0.745, 0.881]	(-2.36, -1.216]	(-0.498, -0.0495]	(0.018, 0.376]
1	0.841	0.792	1.305	0.582	(0.745, 0.881]	(0.729, 1.236]	(1.272, 1.743]	(0.56, 0.727]
1	0.658	0.433	-0.926	0.797	(0.617, 0.745]	(0.383, 0.729]	(-1.358, -0.897]	(0.727, 0.884]
1	1.935	0.637	-0.31	0.436	(1.663, 5.331]	(0.383, 0.729]	(-0.498, -0.0495]	(0.376, 0.56]
1	1.215	1.178	1.589	0.313	(1.045, 1.267]	(0.729, 1.236]	(1.272, 1.743]	(0.018, 0.376]
0	0.677	-0.195	0.49	0.996	(0.617, 0.745]	(-0.39, -0.0025]	(0.416, 0.796]	(0.884, 1.084]
1	2.172	0.282	-0.3	0.248	(1.663, 5.331]	(-0.0025, 0.383]	(-0.498, -0.0495]	(0.018, 0.376]
0	1.415	1.665	-1.552	0.265	(1.267, 1.663]	(1.236, 2.43]	(-1.742, -1.358]	(0.018, 0.376]
0	0.572	0.408	-1.45	1.05	(0.463, 0.617]	(0.383, 0.729]	(-1.742, -1.358]	(0.884, 1.084]
0	0.507	-1.546	0.422	0.878	(0.463, 0.617]	(-2.36, -1.216]	(0.416, 0.796]	(0.727, 0.884]
0	0.694	-1.242	-0.85	0.463	(0.617, 0.745]	(-2.36, -1.216]	(-0.897, -0.498]	(0.376, 0.56]
1	1.3	-1.294	-0.204	0.438	(1.267, 1.663]	(-2.36, -1.216]	(-0.498, -0.0495]	(0.376, 0.56]
1	0.384	0.716	-1.38	1.174	(0.274, 0.463]	(0.383, 0.729]	(-1.742, -1.358]	(1.084, 1.27]
0	0.718	0.087	-0.395	1.37	(0.617, 0.745]	(-0.0025, 0.383]	(-0.498, -0.0495]	(1.27, 1.578]
1	0.449	-1.027	-0.489	1.103	(0.274, 0.463]	(-1.216, -0.727]	(-0.498, -0.0495]	(1.084, 1.27]
1	0.544	0.325	-1.527	0.901	(0.463, 0.617]	(-0.0025, 0.383]	(-1.742, -1.358]	(0.884, 1.084]
0	0.956	0.657	-0.187	1.152	(0.881, 1.045]	(0.383, 0.729]	(-0.498, -0.0495]	(1.084, 1.27]
1	2.229	0.763	-0.619	0.16	(1.663, 5.331]	(0.729, 1.236]	(-0.897, -0.498]	(0.018, 0.376]
0	0.584	-1.026	-1.383	1.154	(0.463, 0.617]	(-1.216, -0.727]	(-1.742, -1.358]	(1.084, 1.27]
1	0.58	-1.148	-0.756	1.396	(0.463, 0.617]	(-1.216, -0.727]	(-0.897, -0.498]	(1.27, 1.578]
1	0.73	-1.363	0.848	1.617	(0.617, 0.745]	(-2.36, -1.216]	(0.796, 1.272]	(1.578, 5.7]
0	0.893	-1.485	-1.668	0.734	(0.881, 1.045]	(-2.36, -1.216]	(-1.742, -1.358]	(0.727, 0.884]
0	0.448	0.257	-0.056	1.386	(0.274, 0.463]	(-0.0025, 0.383]	(-0.498, -0.0495]	(1.27, 1.578]
1	1.093	1.771	-0.293	2.109	(1.045, 1.267]	(1.236, 2.43]	(-0.498, -0.0495]	(1.578, 5.7]
1	0.643	-0.142	1.359	0.685	(0.617, 0.745]	(-0.39, -0.0025]	(1.272, 1.743]	(0.56, 0.727]
0	0.772	-0.47	-1.466	0.39	(0.745, 0.881]	(-0.727, -0.39]	(-1.742, -1.358]	(0.376, 0.56]
1	0.449	1.49	-0.194	0.734	(0.274, 0.463]	(1.236, 2.43]	(-0.498, -0.0495]	(0.727, 0.884]
1	0.765	-0.199	-0.829	0.86	(0.745, 0.881]	(-0.39, -0.0025]	(-0.897, -0.498]	(0.727, 0.884]
0	0.503	1.577	-1.05	0.824	(0.463, 0.617]	(1.236, 2.43]	(-1.358, -0.897]	(0.727, 0.884]
0	0.619	-1.216	0.456	1.224	(0.617, 0.745]	(-2.36, -1.216]	(0.416, 0.796]	(1.084, 1.27]
0	0.391	0.134	-1.658	0.595	(0.274, 0.463]	(-0.0025, 0.383]	(-1.742, -1.358]	(0.56, 0.727]
0	0.416	0.739	-1.653	0.235	(0.274, 0.463]	(0.729, 1.236]	(-1.742, -1.358]	(0.018, 0.376]
0	0.384	-0.267	-0.624	1.101	(0.274, 0.463]	(-0.39, -0.0025]	(-0.897, -0.498]	(1.084, 1.27]
0	1.077	0.114	1.659	0.682	(1.045, 1.267]	(-0.0025, 0.383]	(1.272, 1.743]	(0.56, 0.727]
0	1.012	-0.965	-1.604	1.17	(0.881, 1.045]	(-1.216, -0.727]	(-1.742, -1.358]	(1.084, 1.27]
0	1.015	-0.595	1.307	0.91	(0.881, 1.045]	(-0.727, -0.39]	(1.272, 1.743]	(0.884, 1.084]
0	0.78	0.545	1.715	1.604	(0.745, 0.881]	(0.383, 0.729]	(1.272, 1.743]	(1.578, 5.7]
0	0.787	-0.604	0.796	0.847	(0.745, 0.881]	(-0.727, -0.39]	(0.416, 0.796]	(0.727, 0.884]
1	1.195	-0.031	0.647	0.565	(1.045, 1.267]	(-0.39, -0.0025]	(0.416, 0.796]	(0.56, 0.727]
0	0.453	-1.189	0.754	1.448	(0.274, 0.463]	(-1.216, -0.727]	(0.416, 0.796]	(1.27, 1.578]
1	1.064	-1.09	-1.618	1.356	(1.045, 1.267]	(-1.216, -0.727]	(-1.742, -1.358]	(1.27, 1.578]
1	1.932	1.712	-1.541	0.636	(1.663, 5.331]	(1.236, 2.43]	(-1.742, -1.358]	(0.56, 0.727]
1	1.985	0.162	0.788	1.081	(1.663, 5.331]	(-0.0025, 0.383]	(0.416, 0.796]	(0.884, 1.084]
0	0.334	0.953	-0.717	0.591	(0.274, 0.463]	(0.729, 1.236]	(-0.897, -0.498]	(0.56, 0.727]
1	1.679	-1.408	-0.511	0.822	(1.663, 5.331]	(-2.36, -1.216]	(-0.897, -0.498]	(0.727, 0.884]
1	1.207	-0.283	1.639	0.398	(1.045, 1.267]	(-0.39, -0.0025]	(1.272, 1.743]	(0.376, 0.56]
0	1.031	0.231	-0.085	0.536	(0.881, 1.045]	(-0.0025, 0.383]	(-0.498, -0.0495]	(0.376, 0.56]
1	1.304	-0.363	0.54	0.772	(1.267, 1.663]	(-0.39, -0.0025]	(0.416, 0.796]	(0.727, 0.884]
1	2.371	-0.559	-1.223	1.43	(1.663, 5.331]	(-0.727, -0.39]	(-1.358, -0.897]	(1.27, 1.578]
1	0.51	1.186	1.656	0.974	(0.463, 0.617]	(0.729, 1.236]	(1.272, 1.743]	(0.884, 1.084]
1	0.519	-0.106	0.006	0.694	(0.463, 0.617]	(-0.39, -0.0025]	(-0.0495, 0.416]	(0.56, 0.727]
0	1.598	-1.168	1.597	0.933	(1.267, 1.663]	(-1.216, -0.727]	(1.272, 1.743]	(0.884, 1.084]
0	0.858	-0.039	-0.693	1.275	(0.745, 0.881]	(-0.39, -0.0025]	(-0.897, -0.498]	(1.27, 1.578]
1	1.479	-1.297	0.74	0.364	(1.267, 1.663]	(-2.36, -1.216]	(0.416, 0.796]	(0.018, 0.376]
1	0.423	-0.785	-0.613	0.346	(0.274, 0.463]	(-1.216, -0.727]	(-0.897, -0.498]	(0.018, 0.376]
1	1.392	0.046	-0.482	0.21	(1.267, 1.663]	(-0.0025, 0.383]	(-0.498, -0.0495]	(0.018, 0.376]
1	0.43	1.65	-0.751	0.219	(0.274, 0.463]	(1.236, 2.43]	(-0.897, -0.498]	(0.018, 0.376]
0	1.652	0.57	0.108	1.134	(1.267, 1.663]	(0.383, 0.729]	(-0.0495, 0.416]	(1.084, 1.27]
1	0.597	0.635	-0.623	0.917	(0.463, 0.617]	(0.383, 0.729]	(-0.897, -0.498]	(0.884, 1.084]
0	0.509	0.729	-1.274	1.057	(0.463, 0.617]	(0.383, 0.729]	(-1.358, -0.897]	(0.884, 1.084]
1	0.318	2.059	1.091	0.821	(0.274, 0.463]	(1.236, 2.43]	(0.796, 1.272]	(0.727, 0.884]
1	0.865	-1.015	-1.715	0.854	(0.745, 0.881]	(-1.216, -0.727]	(-1.742, -1.358]	(0.727, 0.884]
1	1.093	0.984	-0.528	1.378	(1.045, 1.267]	(0.729, 1.236]	(-0.897, -0.498]	(1.27, 1.578]
0	2.238	-0.052	0.735	0.379	(1.663, 5.331]	(-0.39, -0.0025]	(0.416, 0.796]	(0.376, 0.56]
0	0.75	1.574	-0.926	0.796	(0.745, 0.881]	(1.236, 2.43]	(-1.358, -0.897]	(0.727, 0.884]
1	1.569	-1.973	-1.496	1.589	(1.267, 1.663]	(-2.36, -1.216]	(-1.742, -1.358]	(1.578, 5.7]
1	1.035	-0.387	0.439	1.89	(0.881, 1.045]	(-0.39, -0.0025]	(0.416, 0.796]	(1.578, 5.7]
1	0.72	-1.027	0.996	0.193	(0.617, 0.745]	(-1.216, -0.727]	(0.796, 1.272]	(0.018, 0.376]
1	1.496	-0.636	-1.432	0.439	(1.267, 1.663]	(-0.727, -0.39]	(-1.742, -1.358]	(0.376, 0.56]
0	1.296	-1.759	0.877	0.657	(1.267, 1.663]	(-2.36, -1.216]	(0.796, 1.272]	(0.56, 0.727]
0	0.66	-1.418	-1.155	0.338	(0.617, 0.745]	(-2.36, -1.216]	(-1.358, -0.897]	(0.018, 0.376]
1	1.453	0.019	-0.545	0.61	(1.267, 1.663]	(-0.0025, 0.383]	(-0.897, -0.498]	(0.56, 0.727]
1	1.205	0.638	-1.497	1.355	(1.045, 1.267]	(0.383, 0.729]	(-1.742, -1.358]	(1.27, 1.578]
0	1.408	-0.338	-0.11	0.783	(1.267, 1.663]	(-0.39, -0.0025]	(-0.498, -0.0495]	(0.727, 0.884]
1	0.863	0.702	1.097	1.589	(0.745, 0.881]	(0.383, 0.729]	(0.796, 1.272]	(1.578, 5.7]
1	1.247	-0.71	1.13	0.748	(1.045, 1.267]	(-0.727, -0.39]	(0.796, 1.272]	(0.727, 0.884]
0	0.479	2.001	0.272	0.621	(0.463, 0.617]	(1.236, 2.43]	(-0.0495, 0.416]	(0.56, 0.727]
0	0.528	0.582	-1.453	0.983	(0.463, 0.617]	(0.383, 0.729]	(-1.742, -1.358]	(0.884, 1.084]
1	0.374	-0.148	-1.673	1.089	(0.274, 0.463]	(-0.39, -0.0025]	(-1.742, -1.358]	(1.084, 1.27]
0	1.812	1.235	1.393	1.242	(1.663, 5.331]	(0.729, 1.236]	(1.272, 1.743]	(1.084, 1.27]
0	0.369	-0.782	-0.128	0.98	(0.274, 0.463]	(-1.216, -0.727]	(-0.498, -0.0495]	(0.884, 1.084]
0	0.543	0.952	-1.358	0.507	(0.463, 0.617]	(0.729, 1.236]	(-1.358, -0.897]	(0.376, 0.56]
1	0.873	0.914	-1.094	0.738	(0.745, 0.881]	(0.729, 1.236]	(-1.358, -0.897]	(0.727, 0.884]
0	0.637	-1.593	1.524	1.188	(0.617, 0.745]	(-2.36, -1.216]	(1.272, 1.743]	(1.084, 1.27]
0	0.64	0.746	0.003	0.705	(0.617, 0.745]	(0.729, 1.236]	(-0.0495, 0.416]	(0.56, 0.727]
0	5.331	1.077	0.157	1.011	(1.663, 5.331]	(0.729, 1.236]	(-0.0495, 0.416]	(0.884, 1.084]
1	0.421	0.84	1.604	1.006	(0.274, 0.463]	(0.729, 1.236]	(1.272, 1.743]	(0.884, 1.084]
1	0.694	-0.218	-1.193	1.476	(0.617, 0.745]	(-0.39, -0.0025]	(-1.358, -0.897]	(1.27, 1.578]
0	0.592	0.66	-1.632	0.779	(0.463, 0.617]	(0.383, 0.729]	(-1.742, -1.358]	(0.727, 0.884]
0	0.794	1.209	0.682	1.928	(0.745, 0.881]	(0.729, 1.236]	(0.416, 0.796]	(1.578, 5.7]
1	0.628	1.124	-1.62	0.997	(0.617, 0.745]	(0.729, 1.236]	(-1.742, -1.358]	(0.884, 1.084]
1	0.877	1.81	1.579	0.904	(0.745, 0.881]	(1.236, 2.43]	(1.272, 1.743]	(0.884, 1.084]
0	0.659	-0.548	0.212	0.729	(0.617, 0.745]	(-0.727, -0.39]	(-0.0495, 0.416]	(0.727, 0.884]
1	1.594	-0.349	0.503	0.278	(1.267, 1.663]	(-0.39, -0.0025]	(0.416, 0.796]	(0.018, 0.376]
1	0.956	-0.337	-1.392	1.317	(0.881, 1.045]	(-0.39, -0.0025]	(-1.742, -1.358]	(1.27, 1.578]
0	0.489	-0.806	0.339	0.688	(0.463, 0.617]	(-1.216, -0.727]	(-0.0495, 0.416]	(0.56, 0.727]
1	0.59	-0.228	0.443	0.763	(0.463, 0.617]	(-0.39, -0.0025]	(0.416, 0.796]	(0.727, 0.884]
1	2.256	-0.273	-1.452	0.682	(1.663, 5.331]	(-0.39, -0.0025]	(-1.742, -1.358]	(0.56, 0.727]
1	0.607	0.534	-0.418	1.583	(0.463, 0.617]	(0.383, 0.729]	(-0.498, -0.0495]	(1.578, 5.7]
0	1.026	-1.834	-0.754	1.788	(0.881, 1.045]	(-2.36, -1.216]	(-0.897, -0.498]	(1.578, 5.7]
1	0.524	-1.31	0.683	1.178	(0.463, 0.617]	(-2.36, -1.216]	(0.416, 0.796]	(1.084, 1.27]
0	0.777	-0.038	0.681	1.287	(0.745, 0.881]	(-0.39, -0.0025]	(0.416, 0.796]	(1.27, 1.578]
0	1.083	-0.383	1.261	0.464	(1.045, 1.267]	(-0.39, -0.0025]	(0.796, 1.272]	(0.376, 0.56]
0	0.823	1.424	-0.732	0.649	(0.745, 0.881]	(1.236, 2.43]	(-0.897, -0.498]	(0.56, 0.727]
0	0.87	-0.729	0.752	2.53	(0.745, 0.881]	(-1.216, -0.727]	(0.416, 0.796]	(1.578, 5.7]
0	0.651	-0.395	-0.291	1.377	(0.617, 0.745]	(-0.727, -0.39]	(-0.498, -0.0495]	(1.27, 1.578]
1	0.806	-0.368	0.793	1.212	(0.745, 0.881]	(-0.39, -0.0025]	(0.416, 0.796]	(1.084, 1.27]
1	0.745	0.643	0.591	0.623	(0.617, 0.745]	(0.383, 0.729]	(0.416, 0.796]	(0.56, 0.727]
0	0.614	0.388	0.588	0.979	(0.463, 0.617]	(0.383, 0.729]	(0.416, 0.796]	(0.884, 1.084]
0	0.889	0.356	0.261	0.916	(0.881, 1.045]	(-0.0025, 0.383]	(-0.0495, 0.416]	(0.884, 1.084]
0	0.704	-0.279	-0.729	0.627	(0.617, 0.745]	(-0.39, -0.0025]	(-0.897, -0.498]	(0.56, 0.727]
1	2.526	-0.833	-1.682	0.209	(1.663, 5.331]	(-1.216, -0.727]	(-1.742, -1.358]	(0.018, 0.376]
1	2.038	-1.164	1.137	1.41	(1.663, 5.331]	(-1.216, -0.727]	(0.796, 1.272]	(1.27, 1.578]
0	1.04	-0.649	1.586	0.54	(0.881, 1.045]	(-0.727, -0.39]	(1.272, 1.743]	(0.376, 0.56]
0	1.064	-1.689	1.144	0.774	(1.045, 1.267]	(-2.36, -1.216]	(0.796, 1.272]	(0.727, 0.884]
1	1.147	-0.364	-1.192	0.174	(1.045, 1.267]	(-0.39, -0.0025]	(-1.358, -0.897]	(0.018, 0.376]
0	1.253	1.917	-1.135	0.745	(1.045, 1.267]	(1.236, 2.43]	(-1.358, -0.897]	(0.727, 0.884]
0	0.83	1.469	-0.503	0.79	(0.745, 0.881]	(1.236, 2.43]	(-0.897, -0.498]	(0.727, 0.884]
1	0.882	0.743	0.53	0.795	(0.881, 1.045]	(0.729, 1.236]	(0.416, 0.796]	(0.727, 0.884]
1	0.481	-0.687	-1.417	0.697	(0.463, 0.617]	(-0.727, -0.39]	(-1.742, -1.358]	(0.56, 0.727]
1	1.004	0.661	-0.862	1.004	(0.881, 1.045]	(0.383, 0.729]	(-0.897, -0.498]	(0.884, 1.084]
1	1.074	0.08	0.283	0.86	(1.045, 1.267]	(-0.0025, 0.383]	(-0.0495, 0.416]	(0.727, 0.884]
1	2.355	-0.491	-0.653	0.748	(1.663, 5.331]	(-0.727, -0.39]	(-0.897, -0.498]	(0.727, 0.884]
0	0.821	1.39	0.233	1.465	(0.745, 0.881]	(1.236, 2.43]	(-0.0495, 0.416]	(1.27, 1.578]
0	1.555	1.856	0.835	1.152	(1.267, 1.663]	(1.236, 2.43]	(0.796, 1.272]	(1.084, 1.27]
0	1.705	0.794	0.171	0.232	(1.663, 5.331]	(0.729, 1.236]	(-0.0495, 0.416]	(0.018, 0.376]
1	0.918	1.679	1.592	1.745	(0.881, 1.045]	(1.236, 2.43]	(1.272, 1.743]	(1.578, 5.7]
1	0.753	0.058	0.74	0.384	(0.745, 0.881]	(-0.0025, 0.383]	(0.416, 0.796]	(0.376, 0.56]
1	0.37	-0.66	-0.511	1.211	(0.274, 0.463]	(-0.727, -0.39]	(-0.897, -0.498]	(1.084, 1.27]
1	0.392	1.67	0.039	1.678	(0.274, 0.463]	(1.236, 2.43]	(-0.0495, 0.416]	(1.578, 5.7]
0	1.95	0.691	0.445	1.452	(1.663, 5.331]	(0.383, 0.729]	(0.416, 0.796]	(1.27, 1.578]
1	0.764	-0.556	0.755	1.054	(0.745, 0.881]	(-0.727, -0.39]	(0.416, 0.796]	(0.884, 1.084]
1	0.539	-0.857	-0.632	1.126	(0.463, 0.617]	(-1.216, -0.727]	(-0.897, -0.498]	(1.084, 1.27]
1	1.475	-0.35	-1.109	1.15	(1.267, 1.663]	(-0.39, -0.0025]	(-1.358, -0.897]	(1.084, 1.27]
1	0.465	-0.023	-1.457	0.784	(0.463, 0.617]	(-0.39, -0.0025]	(-1.742, -1.358]	(0.727, 0.884]
0	0.634	0.703	-0.95	0.989	(0.617, 0.745]	(0.383, 0.729]	(-1.358, -0.897]	(0.884, 1.084]
1	2.057	0.872	1.346	0.548	(1.663, 5.331]	(0.729, 1.236]	(1.272, 1.743]	(0.376, 0.56]
1	0.923	1.122	-0.993	0.633	(0.881, 1.045]	(0.729, 1.236]	(-1.358, -0.897]	(0.56, 0.727]
1	1.005	-0.044	1.16	1.181	(0.881, 1.045]	(-0.39, -0.0025]	(0.796, 1.272]	(1.084, 1.27]
1	1.113	-0.707	-1.194	1.771	(1.045, 1.267]	(-0.727, -0.39]	(-1.358, -0.897]	(1.578, 5.7]
0	2.182	-1.602	-0.583	1.435	(1.663, 5.331]	(-2.36, -1.216]	(-0.897, -0.498]	(1.27, 1.578]
0	2.074	0.884	-1.511	0.753	(1.663, 5.331]	(0.729, 1.236]	(-1.742, -1.358]	(0.727, 0.884]
0	0.294	-1.159	0.495	1.037	(0.274, 0.463]	(-1.216, -0.727]	(0.416, 0.796]	(0.884, 1.084]
0	0.449	0.05	1.62	1.278	(0.274, 0.463]	(-0.0025, 0.383]	(1.272, 1.743]	(1.27, 1.578]
1	0.443	0.601	-1.628	0.561	(0.274, 0.463]	(0.383, 0.729]	(-1.742, -1.358]	(0.56, 0.727]
0	1.233	-0.165	-0.892	1.341	(1.045, 1.267]	(-0.39, -0.0025]	(-0.897, -0.498]	(1.27, 1.578]
0	1.019	0.081	-0.809	0.778	(0.881, 1.045]	(-0.0025, 0.383]	(-0.897, -0.498]	(0.727, 0.884]
0	0.864	0.543	-0.813	0.968	(0.745, 0.881]	(0.383, 0.729]	(-0.897, -0.498]	(0.884, 1.084]
1	0.479	-2.138	0.061	0.971	(0.463, 0.617]	(-2.36, -1.216]	(-0.0495, 0.416]	(0.884, 1.084]
1	1.385	0.238	0.378	2.601	(1.267, 1.663]	(-0.0025, 0.383]	(-0.0495, 0.416]	(1.578, 5.7]
0	0.399	1.075	-1.644	0.639	(0.274, 0.463]	(0.729, 1.236]	(-1.742, -1.358]	(0.56, 0.727]
1	1.078	-2.326	1.728	0.597	(1.045, 1.267]	(-2.36, -1.216]	(1.272, 1.743]	(0.56, 0.727]
0	0.61	-2.247	-1.013	0.971	(0.463, 0.617]	(-2.36, -1.216]	(-1.358, -0.897]	(0.884, 1.084]
0	0.421	-0.788	-1.499	1.773	(0.274, 0.463]	(-1.216, -0.727]	(-1.742, -1.358]	(1.578, 5.7]
0	1.796	0.407	0.703	1.094	(1.663, 5.331]	(0.383, 0.729]	(0.416, 0.796]	(1.084, 1.27]
0	1.861	-1.475	0.304	1.122	(1.663, 5.331]	(-2.36, -1.216]	(-0.0495, 0.416]	(1.084, 1.27]
1	0.38	-0.735	-0.242	0.247	(0.274, 0.463]	(-1.216, -0.727]	(-0.498, -0.0495]	(0.018, 0.376]
0	0.571	-0.893	1.56	1.094	(0.463, 0.617]	(-1.216, -0.727]	(1.272, 1.743]	(1.084, 1.27]
1	0.66	-0.125	-0.763	0.941	(0.617, 0.745]	(-0.39, -0.0025]	(-0.897, -0.498]	(0.884, 1.084]
0	1.394	0.462	-1.523	1.05	(1.267, 1.663]	(0.383, 0.729]	(-1.742, -1.358]	(0.884, 1.084]
1	0.61	-0.906	0.438	0.526	(0.463, 0.617]	(-1.216, -0.727]	(0.416, 0.796]	(0.376, 0.56]
1	1.535	0.16	-0.645	1.262	(1.267, 1.663]	(-0.0025, 0.383]	(-0.897, -0.498]	(1.084, 1.27]
0	0.629	0.488	0.729	0.379	(0.617, 0.745]	(0.383, 0.729]	(0.416, 0.796]	(0.376, 0.56]
1	0.96	-0.119	0.945	1.133	(0.881, 1.045]	(-0.39, -0.0025]	(0.796, 1.272]	(1.084, 1.27]
1	3.006	-0.01	-1.063	1.535	(1.663, 5.331]	(-0.39, -0.0025]	(-1.358, -0.897]	(1.27, 1.578]
1	1.016	1.157	-1.39	1.023	(0.881, 1.045]	(0.729, 1.236]	(-1.742, -1.358]	(0.884, 1.084]
1	1.766	1.984	-1.349	0.532	(1.663, 5.331]	(1.236, 2.43]	(-1.358, -0.897]	(0.376, 0.56]
0	3.221	1.677	-1.4	0.486	(1.663, 5.331]	(1.236, 2.43]	(-1.742, -1.358]	(0.376, 0.56]
1	0.464	-0.49	-1.38	1.247	(0.463, 0.617]	(-0.727, -0.39]	(-1.742, -1.358]	(1.084, 1.27]
0	0.665	0.741	-0.44	0.778	(0.617, 0.745]	(0.729, 1.236]	(-0.498, -0.0495]	(0.727, 0.884]
0	0.485	-0.845	-0.326	1.232	(0.463, 0.617]	(-1.216, -0.727]	(-0.498, -0.0495]	(1.084, 1.27]
0	1.153	-0.408	-1.306	2.303	(1.045, 1.267]	(-0.727, -0.39]	(-1.358, -0.897]	(1.578, 5.7]
0	0.84	-0.388	-1.053	0.413	(0.745, 0.881]	(-0.39, -0.0025]	(-1.358, -0.897]	(0.376, 0.56]
1	0.412	1.151	0.527	1.116	(0.274, 0.463]	(0.729, 1.236]	(0.416, 0.796]	(1.084, 1.27]
0	0.77	1.641	-0.7	0.924	(0.745, 0.881]	(1.236, 2.43]	(-0.897, -0.498]	(0.884, 1.084]
1	1.255	-0.09	-0.767	0.691	(1.045, 1.267]	(-0.39, -0.0025]	(-0.897, -0.498]	(0.56, 0.727]
0	0.561	1.386	-0.096	0.466	(0.463, 0.617]	(1.236, 2.43]	(-0.498, -0.0495]	(0.376, 0.56]
1	1.773	-0.322	-1.192	0.078	(1.663, 5.331]	(-0.39, -0.0025]	(-1.358, -0.897]	(0.018, 0.376]
1	0.873	0.202	-1.363	0.867	(0.745, 0.881]	(-0.0025, 0.383]	(-1.742, -1.358]	(0.727, 0.884]
1	1.093	-1.223	-0.568	1.004	(1.045, 1.267]	(-2.36, -1.216]	(-0.897, -0.498]	(0.884, 1.084]
0	0.279	1.305	-0.004	1.147	(0.274, 0.463]	(1.236, 2.43]	(-0.0495, 0.416]	(1.084, 1.27]
